Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses
2019,1,236879,BP America Inc.,1821250
2019,2,236879,BP America Inc.,1741250
2019,3,236879,BP America Inc.,1560000
2019,4,236879,BP America Inc.,1830000
2020,1,236879,BP America Inc.,1670000
2020,2,236879,BP America Inc.,1420000
2020,3,236879,BP America Inc.,1265000
2020,4,236879,BP America Inc.,2025000
2021,1,236879,BP America Inc.,891250
2021,2,236879,BP America Inc.,1561250
2021,3,236879,BP America Inc.,1501250
2021,4,236879,BP America Inc.,1681250
2022,1,236879,BP America Inc.,1491250
2022,2,236879,BP America Inc.,1341250
2022,3,236879,BP America Inc.,1001250
2022,4,236879,BP America Inc.,1250000
2023,1,236879,BP America Inc.,1000000
2023,2,236879,BP America Inc.,1000000
2023,3,236879,BP America Inc.,1360000
2023,4,236879,BP America Inc.,1780000
2024,1,236879,BP America Inc.,1050000
2024,2,236879,BP America Inc.,1040000
2024,3,236879,BP America Inc.,1100000
2024,4,236879,BP America Inc.,1510000
2010,1,237941,American Petroleum Institute,1650000
2010,2,237941,American Petroleum Institute,2700000
2010,3,237941,American Petroleum Institute,2270000
2010,4,237941,American Petroleum Institute,2190000
2011,1,237941,American Petroleum Institute,2390000
2011,2,237941,American Petroleum Institute,2320000
2011,3,237941,American Petroleum Institute,2230000
2011,4,237941,American Petroleum Institute,2980000
2012,1,237941,American Petroleum Institute,2050000
2012,2,237941,American Petroleum Institute,2010000
2012,3,237941,American Petroleum Institute,1980000
2012,4,237941,American Petroleum Institute,2570000
2013,1,237941,American Petroleum Institute,2380000
2013,2,237941,American Petroleum Institute,2520000
2013,3,237941,American Petroleum Institute,2830000
2013,4,237941,American Petroleum Institute,2960000
2014,1,237941,American Petroleum Institute,2600000
2014,2,237941,American Petroleum Institute,2550000
2014,3,237941,American Petroleum Institute,2610000
2014,4,237941,American Petroleum Institute,2770000
2015,1,237941,American Petroleum Institute,1730000
2015,2,237941,American Petroleum Institute,2300000
2015,3,237941,American Petroleum Institute,3000000
2015,4,237941,American Petroleum Institute,1930000
2016,1,237941,American Petroleum Institute,1780000
2016,2,237941,American Petroleum Institute,1690000
2016,3,237941,American Petroleum Institute,1710000
2016,4,237941,American Petroleum Institute,1880000
2017,1,237941,American Petroleum Institute,2950000
2017,2,237941,American Petroleum Institute,2400000
2017,3,237941,American Petroleum Institute,2070000
2017,4,237941,American Petroleum Institute,1990000
2018,1,237941,American Petroleum Institute,1990000
2018,2,237941,American Petroleum Institute,1940000
2018,3,237941,American Petroleum Institute,1965000
2018,4,237941,American Petroleum Institute,1975000
2019,1,237941,American Petroleum Institute,1760000
2019,2,237941,American Petroleum Institute,2360000
2019,3,237941,American Petroleum Institute,1970000
2019,4,237941,American Petroleum Institute,1880000
2020,1,237941,American Petroleum Institute,1840000
2020,2,237941,American Petroleum Institute,1660000
2020,3,237941,American Petroleum Institute,1545000
2020,4,237941,American Petroleum Institute,1775000
2021,1,237941,American Petroleum Institute,1605000
2021,2,237941,American Petroleum Institute,1435000
2021,3,237941,American Petroleum Institute,1657500
2021,4,237941,American Petroleum Institute,1637500
2022,1,237941,American Petroleum Institute,1478000
2022,2,237941,American Petroleum Institute,1630000
2022,3,237941,American Petroleum Institute,1520000
2022,4,237941,American Petroleum Institute,1070000
2023,1,237941,American Petroleum Institute,1585000
2023,2,237941,American Petroleum Institute,1775000
2023,3,237941,American Petroleum Institute,2065000
2023,4,237941,American Petroleum Institute,2015000
2024,1,237941,American Petroleum Institute,2060000
2024,2,237941,American Petroleum Institute,1950000
2024,3,237941,American Petroleum Institute,1750000
2024,4,237941,American Petroleum Institute,1530000
2010,1,240949,Comcast Corp.,4662050
2010,2,240949,Comcast Corp.,5393000
2010,3,240949,Comcast Corp.,3528000
2010,4,240949,Comcast Corp.,5873000
2011,1,240949,Comcast Corp.,7523000
2011,2,240949,Comcast Corp.,6723000
2011,3,240949,Comcast Corp.,5923000
2011,4,240949,Comcast Corp.,6503000
2012,1,240949,Comcast Corp.,6403500
2012,2,240949,Comcast Corp.,5790500
2012,3,240949,Comcast Corp.,5540500
2012,4,240949,Comcast Corp.,4070500
2013,1,240949,Comcast Corp.,6225500
2013,2,240949,Comcast Corp.,7088000
2013,3,240949,Comcast Corp.,5688000
2013,4,240949,Comcast Corp.,6408000
2014,1,240949,Comcast Corp.,4995500
2014,2,240949,Comcast Corp.,6670500
2014,3,240949,Comcast Corp.,6490500
2014,4,240949,Comcast Corp.,7145500
2015,1,240949,Comcast Corp.,6805500
2015,2,240949,Comcast Corp.,5885500
2015,3,240949,Comcast Corp.,5086500
2015,4,240949,Comcast Corp.,5621500
2016,1,240949,Comcast Corp.,5530500
2016,2,240949,Comcast Corp.,5210500
2016,3,240949,Comcast Corp.,5240500
2016,4,240949,Comcast Corp.,5650500
2017,1,240949,Comcast Corp.,5615500
2017,2,240949,Comcast Corp.,5718000
2017,3,240949,Comcast Corp.,5598000
2017,4,240949,Comcast Corp.,6418000
2018,1,240949,Comcast Corp.,6270000
2018,2,240949,Comcast Corp.,5568000
2018,3,240949,Comcast Corp.,5458000
2018,4,240949,Comcast Corp.,5768000
2019,1,240949,Comcast Corp.,4961875
2019,2,240949,Comcast Corp.,4590000
2019,3,240949,Comcast Corp.,4391000
2019,4,240949,Comcast Corp.,5070000
2020,1,240949,Comcast Corp.,5275000
2020,2,240949,Comcast Corp.,4936250
2020,3,240949,Comcast Corp.,4236250
2020,4,240949,Comcast Corp.,5256250
2021,1,240949,Comcast Corp.,4718000
2021,2,240949,Comcast Corp.,4564250
2021,3,240949,Comcast Corp.,4444250
2021,4,240949,Comcast Corp.,4834250
2022,1,240949,Comcast Corp.,4736250
2022,2,240949,Comcast Corp.,5329250
2022,3,240949,Comcast Corp.,4764250
2022,4,240949,Comcast Corp.,4905500
2023,1,240949,Comcast Corp.,4332750
2023,2,240949,Comcast Corp.,4723750
2023,3,240949,Comcast Corp.,3063750
2023,4,240949,Comcast Corp.,5988750
2024,1,240949,Comcast Corp.,4953750
2024,2,240949,Comcast Corp.,4654000
2024,3,240949,Comcast Corp.,4305500
2024,4,240949,Comcast Corp.,4435500
2010,1,243759,Pacific Gas and Electric Co.,25920000
2010,2,243759,Pacific Gas and Electric Co.,18170000
2010,3,243759,Pacific Gas and Electric Co.,840000
2010,4,243759,Pacific Gas and Electric Co.,690000
2011,1,243759,Pacific Gas and Electric Co.,860000
2011,2,243759,Pacific Gas and Electric Co.,690000
2011,3,243759,Pacific Gas and Electric Co.,430000
2011,4,243759,Pacific Gas and Electric Co.,540000
2012,1,243759,Pacific Gas and Electric Co.,980000
2012,2,243759,Pacific Gas and Electric Co.,610000
2012,3,243759,Pacific Gas and Electric Co.,540000
2012,4,243759,Pacific Gas and Electric Co.,470000
2013,1,243759,Pacific Gas and Electric Co.,1230000
2013,2,243759,Pacific Gas and Electric Co.,780000
2013,3,243759,Pacific Gas and Electric Co.,790000
2013,4,243759,Pacific Gas and Electric Co.,700000
2014,1,243759,Pacific Gas and Electric Co.,1000000
2014,2,243759,Pacific Gas and Electric Co.,830000
2014,3,243759,Pacific Gas and Electric Co.,630000
2014,4,243759,Pacific Gas and Electric Co.,845000
2015,1,243759,Pacific Gas and Electric Co.,1095000
2015,2,243759,Pacific Gas and Electric Co.,735000
2015,3,243759,Pacific Gas and Electric Co.,795000
2015,4,243759,Pacific Gas and Electric Co.,875000
2016,1,243759,Pacific Gas and Electric Co.,1110000
2016,2,243759,Pacific Gas and Electric Co.,760000
2016,3,243759,Pacific Gas and Electric Co.,650000
2016,4,243759,Pacific Gas and Electric Co.,760000
2017,1,243759,Pacific Gas and Electric Co.,1075000
2017,2,243759,Pacific Gas and Electric Co.,900000
2017,3,243759,Pacific Gas and Electric Co.,890000
2017,4,243759,Pacific Gas and Electric Co.,1570000
2018,1,243759,Pacific Gas and Electric Co.,1130000
2018,2,243759,Pacific Gas and Electric Co.,2155000
2018,3,243759,Pacific Gas and Electric Co.,6420000
2018,4,243759,Pacific Gas and Electric Co.,1930000
2019,1,243759,Pacific Gas and Electric Co.,955000
2019,2,243759,Pacific Gas and Electric Co.,950000
2019,3,243759,Pacific Gas and Electric Co.,1180000
2019,4,243759,Pacific Gas and Electric Co.,1035000
2020,1,243759,Pacific Gas and Electric Co.,1190000
2020,2,243759,Pacific Gas and Electric Co.,765000
2020,3,243759,Pacific Gas and Electric Co.,885000
2020,4,243759,Pacific Gas and Electric Co.,1015000
2021,1,243759,Pacific Gas and Electric Co.,1060000
2021,2,243759,Pacific Gas and Electric Co.,1010000
2021,3,243759,Pacific Gas and Electric Co.,1055000
2021,4,243759,Pacific Gas and Electric Co.,845000
2022,1,243759,Pacific Gas and Electric Co.,2095000
2022,2,243759,Pacific Gas and Electric Co.,1300000
2022,3,243759,Pacific Gas and Electric Co.,1170000
2022,4,243759,Pacific Gas and Electric Co.,1190000
2023,1,243759,Pacific Gas and Electric Co.,1260000
2023,2,243759,Pacific Gas and Electric Co.,1240000
2023,3,243759,Pacific Gas and Electric Co.,1140000
2023,4,243759,Pacific Gas and Electric Co.,1590000
2024,1,243759,Pacific Gas and Electric Co.,1830000
2024,2,243759,Pacific Gas and Electric Co.,1530000
2024,3,243759,Pacific Gas and Electric Co.,1070000
2024,4,243759,Pacific Gas and Electric Co.,960000
2010,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6137000
2010,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,4260000
2010,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,7880000
2010,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,14945000
2011,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6555000
2011,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,6245000
2011,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,4815000
2011,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,6275000
2012,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6495000
2012,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,6865000
2012,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,8925000
2012,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,11315000
2013,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6875000
2013,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,5495000
2013,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,4250000
2013,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,6345000
2014,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6765000
2014,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,7783000
2014,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,9653000
2014,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,11228000
2015,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6340000
2015,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,5780000
2015,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,5680000
2015,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,6325000
2016,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,7441261
2016,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,6889250
2016,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,8679250
2016,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,6309250
2017,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,8069831
2017,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,3834250
2017,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,5569250
2017,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,7774250
2018,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,8184250
2018,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,5724250
2018,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,8134250
2018,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,9885000
2019,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6200000
2019,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,5930000
2019,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,3820000
2019,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,3850000
2020,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,6200000
2020,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,3020000
2020,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,280000
2020,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,280000
2021,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,320000
2021,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,330000
2021,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,320000
2021,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,300000
2022,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,300000
2022,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,310000
2022,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,300000
2022,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,320000
2023,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,320000
2023,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,390000
2023,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,390000
2023,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,390000
2024,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,400000
2024,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,410000
2024,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,390000
2024,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,410000
2010,1,260497,Qualcomm Inc.,2890000
2010,2,260497,Qualcomm Inc.,2210000
2010,3,260497,Qualcomm Inc.,2090000
2010,4,260497,Qualcomm Inc.,2270000
2011,1,260497,Qualcomm Inc.,3120000
2011,2,260497,Qualcomm Inc.,2990000
2011,3,260497,Qualcomm Inc.,2170000
2011,4,260497,Qualcomm Inc.,1880000
2012,1,260497,Qualcomm Inc.,2050000
2012,2,260497,Qualcomm Inc.,2400000
2012,3,260497,Qualcomm Inc.,2540000
2012,4,260497,Qualcomm Inc.,2260000
2013,1,260497,Qualcomm Inc.,2350000
2013,2,260497,Qualcomm Inc.,2570000
2013,3,260497,Qualcomm Inc.,2590000
2013,4,260497,Qualcomm Inc.,3090000
2014,1,260497,Qualcomm Inc.,2450000
2014,2,260497,Qualcomm Inc.,2690000
2014,3,260497,Qualcomm Inc.,1990000
2014,4,260497,Qualcomm Inc.,2480000
2015,1,260497,Qualcomm Inc.,3480000
2015,2,260497,Qualcomm Inc.,4020000
2015,3,260497,Qualcomm Inc.,2920000
2015,4,260497,Qualcomm Inc.,2540000
2016,1,260497,Qualcomm Inc.,2620000
2016,2,260497,Qualcomm Inc.,2000000
2016,3,260497,Qualcomm Inc.,2040000
2016,4,260497,Qualcomm Inc.,2120000
2017,1,260497,Qualcomm Inc.,3583000
2017,2,260497,Qualcomm Inc.,3043000
2017,3,260497,Qualcomm Inc.,3490000
2017,4,260497,Qualcomm Inc.,3580000
2018,1,260497,Qualcomm Inc.,3630000
2018,2,260497,Qualcomm Inc.,3480000
2018,3,260497,Qualcomm Inc.,3480000
2018,4,260497,Qualcomm Inc.,3380000
2019,1,260497,Qualcomm Inc.,4370000
2019,2,260497,Qualcomm Inc.,3880000
2019,3,260497,Qualcomm Inc.,3440000
2019,4,260497,Qualcomm Inc.,3420000
2020,1,260497,Qualcomm Inc.,4310000
2020,2,260497,Qualcomm Inc.,3670000
2020,3,260497,Qualcomm Inc.,3260000
2020,4,260497,Qualcomm Inc.,3230000
2021,1,260497,Qualcomm Inc.,4440000
2021,2,260497,Qualcomm Inc.,4240000
2021,3,260497,Qualcomm Inc.,3880000
2021,4,260497,Qualcomm Inc.,4440000
2022,1,260497,Qualcomm Inc.,4630000
2022,2,260497,Qualcomm Inc.,4470000
2022,3,260497,Qualcomm Inc.,3710000
2022,4,260497,Qualcomm Inc.,4330000
2023,1,260497,Qualcomm Inc.,3070000
2023,2,260497,Qualcomm Inc.,3340000
2023,3,260497,Qualcomm Inc.,2960000
2023,4,260497,Qualcomm Inc.,4110000
2024,1,260497,Qualcomm Inc.,3730000
2024,2,260497,Qualcomm Inc.,3270000
2024,3,260497,Qualcomm Inc.,3340000
2024,4,260497,Qualcomm Inc.,3430000
2010,1,268804,General Motors Co.,1855000
2010,2,268804,General Motors Co.,3402500
2010,3,268804,General Motors Co.,3165000
2010,4,268804,General Motors Co.,3740000
2011,1,268804,General Motors Co.,4450000
2011,2,268804,General Motors Co.,2890000
2011,3,268804,General Motors Co.,2573000
2011,4,268804,General Motors Co.,4247000
2012,1,268804,General Motors Co.,3192500
2012,2,268804,General Motors Co.,2185000
2012,3,268804,General Motors Co.,1825000
2012,4,268804,General Motors Co.,1980000
2013,1,268804,General Motors Co.,3700000
2013,2,268804,General Motors Co.,2350000
2013,3,268804,General Motors Co.,2120000
2013,4,268804,General Motors Co.,2415000
2014,1,268804,General Motors Co.,3430000
2014,2,268804,General Motors Co.,2870000
2014,3,268804,General Motors Co.,1890000
2014,4,268804,General Motors Co.,2510000
2015,1,268804,General Motors Co.,3830000
2015,2,268804,General Motors Co.,2330000
2015,3,268804,General Motors Co.,2250000
2015,4,268804,General Motors Co.,2680000
2016,1,268804,General Motors Co.,3115000
2016,2,268804,General Motors Co.,2200000
2016,3,268804,General Motors Co.,2080000
2016,4,268804,General Motors Co.,2260000
2017,1,268804,General Motors Co.,4190000
2017,2,268804,General Motors Co.,1885000
2017,3,268804,General Motors Co.,1645000
2017,4,268804,General Motors Co.,1935000
2018,1,268804,General Motors Co.,3415000
2018,2,268804,General Motors Co.,1765000
2018,3,268804,General Motors Co.,1895000
2018,4,268804,General Motors Co.,1955000
2019,1,268804,General Motors Co.,4175000
2019,2,268804,General Motors Co.,1865000
2019,3,268804,General Motors Co.,2140000
2019,4,268804,General Motors Co.,1845000
2020,1,268804,General Motors Co.,3705000
2020,2,268804,General Motors Co.,2135000
2020,3,268804,General Motors Co.,1805000
2020,4,268804,General Motors Co.,2615000
2021,1,268804,General Motors Co.,4070000
2021,2,268804,General Motors Co.,2507500
2021,3,268804,General Motors Co.,2807500
2021,4,268804,General Motors Co.,2797500
2022,1,268804,General Motors Co.,5447500
2022,2,268804,General Motors Co.,2517500
2022,3,268804,General Motors Co.,2777500
2022,4,268804,General Motors Co.,2467500
2023,1,268804,General Motors Co.,5757500
2023,2,268804,General Motors Co.,3197500
2023,3,268804,General Motors Co.,3057500
2023,4,268804,General Motors Co.,3497500
2024,1,268804,General Motors Co.,5307500
2024,2,268804,General Motors Co.,3297500
2024,3,268804,General Motors Co.,3327500
2024,4,268804,General Motors Co.,4287500
2010,1,278637,FedEx Corp.,5565894
2010,2,278637,FedEx Corp.,7749094
2010,3,278637,FedEx Corp.,8287297
2010,4,278637,FedEx Corp.,6816789
2011,1,278637,FedEx Corp.,4627398
2011,2,278637,FedEx Corp.,3493285
2011,3,278637,FedEx Corp.,4156540
2011,4,278637,FedEx Corp.,3614561
2012,1,278637,FedEx Corp.,3642525
2012,2,278637,FedEx Corp.,3519986
2012,3,278637,FedEx Corp.,3745989
2012,4,278637,FedEx Corp.,3575880
2013,1,278637,FedEx Corp.,3618784
2013,2,278637,FedEx Corp.,3803644
2013,3,278637,FedEx Corp.,3761394
2013,4,278637,FedEx Corp.,3855090
2014,1,278637,FedEx Corp.,3951984
2014,2,278637,FedEx Corp.,3895012
2014,3,278637,FedEx Corp.,3746780
2014,4,278637,FedEx Corp.,4485760
2015,1,278637,FedEx Corp.,3500000
2015,2,278637,FedEx Corp.,3708835
2015,3,278637,FedEx Corp.,3920000
2015,4,278637,FedEx Corp.,4032000
2016,1,278637,FedEx Corp.,3590000
2016,2,278637,FedEx Corp.,3750000
2016,3,278637,FedEx Corp.,3991000
2016,4,278637,FedEx Corp.,4195000
2017,1,278637,FedEx Corp.,3424000
2017,2,278637,FedEx Corp.,3304000
2017,3,278637,FedEx Corp.,3260000
2017,4,278637,FedEx Corp.,3515000
2018,1,278637,FedEx Corp.,3365000
2018,2,278637,FedEx Corp.,3295000
2018,3,278637,FedEx Corp.,3285000
2018,4,278637,FedEx Corp.,3555000
2019,1,278637,FedEx Corp.,3755000
2019,2,278637,FedEx Corp.,3450000
2019,3,278637,FedEx Corp.,3020000
2019,4,278637,FedEx Corp.,3380000
2020,1,278637,FedEx Corp.,3070000
2020,2,278637,FedEx Corp.,3560000
2020,3,278637,FedEx Corp.,3010000
2020,4,278637,FedEx Corp.,3226000
2021,1,278637,FedEx Corp.,2790000
2021,2,278637,FedEx Corp.,3325000
2021,3,278637,FedEx Corp.,2960000
2021,4,278637,FedEx Corp.,3280000
2022,1,278637,FedEx Corp.,2884000
2022,2,278637,FedEx Corp.,3080000
2022,3,278637,FedEx Corp.,3650000
2022,4,278637,FedEx Corp.,3080000
2023,1,278637,FedEx Corp.,3410000
2023,2,278637,FedEx Corp.,3830000
2023,3,278637,FedEx Corp.,3700000
2023,4,278637,FedEx Corp.,3260000
2024,1,278637,FedEx Corp.,3580000
2024,2,278637,FedEx Corp.,3380000
2024,3,278637,FedEx Corp.,3670000
2024,4,278637,FedEx Corp.,3310000
2010,1,285913,Eli Lilly & Co.,2835000
2010,2,285913,Eli Lilly & Co.,2114000
2010,3,285913,Eli Lilly & Co.,2623000
2010,4,285913,Eli Lilly & Co.,1910000
2011,1,285913,Eli Lilly & Co.,2942500
2011,2,285913,Eli Lilly & Co.,2432500
2011,3,285913,Eli Lilly & Co.,2832500
2011,4,285913,Eli Lilly & Co.,3502500
2012,1,285913,Eli Lilly & Co.,3363500
2012,2,285913,Eli Lilly & Co.,3387500
2012,3,285913,Eli Lilly & Co.,3527500
2012,4,285913,Eli Lilly & Co.,2767500
2013,1,285913,Eli Lilly & Co.,3202500
2013,2,285913,Eli Lilly & Co.,2495000
2013,3,285913,Eli Lilly & Co.,2960000
2013,4,285913,Eli Lilly & Co.,2740000
2014,1,285913,Eli Lilly & Co.,2376000
2014,2,285913,Eli Lilly & Co.,2220000
2014,3,285913,Eli Lilly & Co.,2125000
2014,4,285913,Eli Lilly & Co.,2560000
2015,1,285913,Eli Lilly & Co.,2181500
2015,2,285913,Eli Lilly & Co.,2407960
2015,3,285913,Eli Lilly & Co.,1982400
2015,4,285913,Eli Lilly & Co.,1855000
2016,1,285913,Eli Lilly & Co.,1596240
2016,2,285913,Eli Lilly & Co.,2168160
2016,3,285913,Eli Lilly & Co.,2442120
2016,4,285913,Eli Lilly & Co.,1960000
2017,1,285913,Eli Lilly & Co.,1860000
2017,2,285913,Eli Lilly & Co.,2508080
2017,3,285913,Eli Lilly & Co.,1925000
2017,4,285913,Eli Lilly & Co.,2546000
2018,1,285913,Eli Lilly & Co.,1766000
2018,2,285913,Eli Lilly & Co.,1896000
2018,3,285913,Eli Lilly & Co.,2316000
2018,4,285913,Eli Lilly & Co.,2256000
2019,1,285913,Eli Lilly & Co.,1786000
2019,2,285913,Eli Lilly & Co.,2736000
2019,3,285913,Eli Lilly & Co.,1776000
2019,4,285913,Eli Lilly & Co.,2110000
2020,1,285913,Eli Lilly & Co.,1660000
2020,2,285913,Eli Lilly & Co.,2070000
2020,3,285913,Eli Lilly & Co.,1790000
2020,4,285913,Eli Lilly & Co.,1280000
2021,1,285913,Eli Lilly & Co.,2200000
2021,2,285913,Eli Lilly & Co.,2155000
2021,3,285913,Eli Lilly & Co.,1810000
2021,4,285913,Eli Lilly & Co.,2660000
2022,1,285913,Eli Lilly & Co.,2030000
2022,2,285913,Eli Lilly & Co.,2585000
2022,3,285913,Eli Lilly & Co.,1760000
2022,4,285913,Eli Lilly & Co.,2551850
2023,1,285913,Eli Lilly & Co.,2120000
2023,2,285913,Eli Lilly & Co.,2255000
2023,3,285913,Eli Lilly & Co.,2971360
2023,4,285913,Eli Lilly & Co.,3010000
2024,1,285913,Eli Lilly & Co.,2210000
2024,2,285913,Eli Lilly & Co.,3045000
2024,3,285913,Eli Lilly & Co.,2365000
2024,4,285913,Eli Lilly & Co.,2400000
2010,1,298843,T-Mobile USA Inc.,813970
2010,2,298843,T-Mobile USA Inc.,896945
2010,3,298843,T-Mobile USA Inc.,976260
2010,4,298843,T-Mobile USA Inc.,1622800
2011,1,298843,T-Mobile USA Inc.,1172500
2011,2,298843,T-Mobile USA Inc.,1507700
2011,3,298843,T-Mobile USA Inc.,1560910
2011,4,298843,T-Mobile USA Inc.,2000675
2012,1,298843,T-Mobile USA Inc.,1478000
2012,2,298843,T-Mobile USA Inc.,1581400
2012,3,298843,T-Mobile USA Inc.,2108100
2012,4,298843,T-Mobile USA Inc.,1976400
2013,1,298843,T-Mobile USA Inc.,1813100
2013,2,298843,T-Mobile USA Inc.,1880000
2013,3,298843,T-Mobile USA Inc.,1594440
2013,4,298843,T-Mobile USA Inc.,1970024
2014,1,298843,T-Mobile USA Inc.,2025002
2014,2,298843,T-Mobile USA Inc.,2067299
2014,3,298843,T-Mobile USA Inc.,2735425
2014,4,298843,T-Mobile USA Inc.,1962000
2015,1,298843,T-Mobile USA Inc.,1869500
2015,2,298843,T-Mobile USA Inc.,2363750
2015,3,298843,T-Mobile USA Inc.,2141250
2015,4,298843,T-Mobile USA Inc.,2755000
2016,1,298843,T-Mobile USA Inc.,2634000
2016,2,298843,T-Mobile USA Inc.,2988900
2016,3,298843,T-Mobile USA Inc.,3079000
2016,4,298843,T-Mobile USA Inc.,2865500
2017,1,298843,T-Mobile USA Inc.,2783500
2017,2,298843,T-Mobile USA Inc.,3021500
2017,3,298843,T-Mobile USA Inc.,3366500
2017,4,298843,T-Mobile USA Inc.,3047500
2018,1,298843,T-Mobile USA Inc.,3058000
2018,2,298843,T-Mobile USA Inc.,3336500
2018,3,298843,T-Mobile USA Inc.,3451500
2018,4,298843,T-Mobile USA Inc.,3340500
2019,1,298843,T-Mobile USA Inc.,3386500
2019,2,298843,T-Mobile USA Inc.,3772886
2019,3,298843,T-Mobile USA Inc.,3508818
2019,4,298843,T-Mobile USA Inc.,3804000
2020,1,298843,T-Mobile USA Inc.,3623000
2020,2,298843,T-Mobile USA Inc.,4178000
2020,3,298843,T-Mobile USA Inc.,3952059
2020,4,298843,T-Mobile USA Inc.,3707500
2021,1,298843,T-Mobile USA Inc.,3712000
2021,2,298843,T-Mobile USA Inc.,3750500
2021,3,298843,T-Mobile USA Inc.,3480500
2021,4,298843,T-Mobile USA Inc.,3930500
2022,1,298843,T-Mobile USA Inc.,3386500
2022,2,298843,T-Mobile USA Inc.,3750500
2022,3,298843,T-Mobile USA Inc.,3645500
2022,4,298843,T-Mobile USA Inc.,3578500
2023,1,298843,T-Mobile USA Inc.,3144500
2023,2,298843,T-Mobile USA Inc.,4173500
2023,3,298843,T-Mobile USA Inc.,3675500
2023,4,298843,T-Mobile USA Inc.,3790500
2024,1,298843,T-Mobile USA Inc.,3250500
2024,2,298843,T-Mobile USA Inc.,4040500
2024,3,298843,T-Mobile USA Inc.,3970500
2024,4,298843,T-Mobile USA Inc.,3900000
2010,1,300447,Novartis Corp.,2395000
2010,2,300447,Novartis Corp.,1981000
2010,3,300447,Novartis Corp.,2197000
2010,4,300447,Novartis Corp.,1415000
2011,1,300447,Novartis Corp.,1970000
2011,2,300447,Novartis Corp.,2263136
2011,3,300447,Novartis Corp.,2597000
2011,4,300447,Novartis Corp.,1614000
2012,1,300447,Novartis Corp.,3175000
2012,2,300447,Novartis Corp.,1820000
2012,3,300447,Novartis Corp.,2110000
2012,4,300447,Novartis Corp.,1572000
2013,1,300447,Novartis Corp.,3728000
2013,2,300447,Novartis Corp.,1542000
2013,3,300447,Novartis Corp.,1978000
2013,4,300447,Novartis Corp.,1278000
2014,1,300447,Novartis Corp.,2958000
2014,2,300447,Novartis Corp.,1605000
